"id","season","site","parcummjm2d","total_pre_all_csmm","total_ep_all_csmm","total_ref_et_all_csmm","total_iwr_all_csmm","mean_ari_index_all_cs","num_ddd","number_dsperiods","mean_lenght_dsdays","max_lenght_dsdays","num_wddays","number_wsperiods","mean_intensitymmday","mean_lenght_wsdays","max_lenght_wsdays","num_hd_tmaxdays","num_hw_tmaxwaves","mean_lenght_hw_tmaxday","max_lenght_hw_tmaxday","num_hd_tminnight","num_hw_tminwaves","mean_lenght_hw_tminnights","max_lenght_hw_tminnights","yieldkgha","department","dep_season"
3731,"A","21_Tolima_Flandes",491.44,546.1,186.018,793.046,699.842,0.632,76,5,7,14,43,4,11.76,4,4,53,7,5,10,20,1,4,4,6804.3,"Tolima","Tolima_A"
3732,"A","21_Tolima_Flandes",507.28,553.6,187.911,802.063,708.693,0.652,76,4,10,14,43,5,10.622,3,4,54,8,5,6,18,1,4,4,7137.9,"Tolima","Tolima_A"
3733,"A","21_Tolima_Flandes",531.66,538.1,180.328,825.64,741.708,0.638,79,6,8,14,41,5,10.622,3,4,56,6,6,15,19,1,3,3,7454,"Tolima","Tolima_A"
3734,"A","21_Tolima_Flandes",537.82,270.6,117.253,844.144,823.407,0.301,95,3,18,35,26,1,8.7,4,4,87,9,8,26,41,6,4,7,7183.5,"Tolima","Tolima_A"
3735,"A","21_Tolima_Flandes",566.19,284.6,112.338,861.069,847.968,0.33,98,4,16,35,24,1,8.7,4,4,90,8,10,26,42,6,4,7,7550.5,"Tolima","Tolima_A"
3736,"A","21_Tolima_Flandes",586.14,225.5,94.304,861.764,869.922,0.262,101,4,17,35,21,1,8.7,4,4,87,8,9,26,37,5,4,5,7363,"Tolima","Tolima_A"
3737,"A","21_Tolima_Flandes",450.66,550.8,174.513,752.637,667.413,0.693,81,3,19,33,37,5,18.005,5,7,54,6,6,8,60,9,5,9,5634.1,"Tolima","Tolima_A"
3738,"A","21_Tolima_Flandes",458.74,424.6,133.742,764.038,720.662,0.55,88,3,22,43,30,4,18,4,7,57,5,8,14,56,8,5,9,5740.5,"Tolima","Tolima_A"
3739,"A","21_Tolima_Flandes",486.44,306.1,112.759,794.537,772.863,0.399,92,2,35,54,28,4,16.029,4,4,61,4,10,24,54,8,5,9,6230.6,"Tolima","Tolima_A"
3740,"A","21_Tolima_Flandes",486.02,494.4,147.937,794.738,739.719,0.614,92,7,10,21,29,2,8.1,3,3,77,10,7,17,90,12,6,17,5585.3,"Tolima","Tolima_A"
3741,"A","21_Tolima_Flandes",493.44,476.7,144.955,788.352,739.171,0.585,91,7,10,21,29,3,7.156,3,3,74,10,7,17,88,11,6,17,5818,"Tolima","Tolima_A"
3742,"A","21_Tolima_Flandes",503.14,474.1,143.105,795.807,749.231,0.577,92,7,10,21,28,3,7.156,3,3,77,10,7,17,85,12,6,17,5925,"Tolima","Tolima_A"
3743,"A","21_Tolima_Flandes",442.79,413.5,130.267,722.816,683.508,0.508,88,7,9,17,28,2,18.512,4,4,44,6,4,8,66,9,5,9,5741.3,"Tolima","Tolima_A"
3744,"A","21_Tolima_Flandes",456.06,447.7,144.572,727.639,675.123,0.56,85,6,10,17,31,3,19.389,3,4,44,6,4,8,63,9,4,7,6085.9,"Tolima","Tolima_A"
3745,"A","21_Tolima_Flandes",474.14,319.9,118.018,751.67,727.128,0.393,89,7,9,17,28,2,9.133,4,4,53,8,4,8,66,10,4,7,6156,"Tolima","Tolima_A"
3746,"A","21_Tolima_Flandes",500.72,412.5,134.353,809.438,768.73,0.529,94,7,10,28,26,2,21.612,4,4,65,7,6,11,42,2,8,12,6701.9,"Tolima","Tolima_A"
3747,"A","21_Tolima_Flandes",535.44,401.2,128.382,848.085,814.053,0.511,98,7,11,28,24,2,21.612,4,4,74,8,7,14,45,2,8,12,7000.2,"Tolima","Tolima_A"
3748,"A","21_Tolima_Flandes",571.12,373.9,117.278,873.585,853.018,0.484,101,6,13,28,22,2,21.612,4,4,79,8,8,25,43,2,5,5,6963.3,"Tolima","Tolima_A"
3749,"A","21_Tolima_Flandes",486.59,433.8,133.405,781.904,742.642,0.537,93,7,11,26,26,3,11.724,4,5,66,7,6,9,51,8,4,6,6302.8,"Tolima","Tolima_A"
3750,"A","21_Tolima_Flandes",515.65,332.7,112.396,807.418,789.984,0.398,97,7,12,26,23,3,11.724,4,5,74,7,8,17,50,8,4,6,6556,"Tolima","Tolima_A"
3751,"A","21_Tolima_Flandes",535.01,185.3,84.612,814.164,827.052,0.219,100,7,13,26,20,3,11.724,4,5,76,6,10,27,51,8,4,6,6778.6,"Tolima","Tolima_A"
3752,"A","21_Tolima_Flandes",451.23,588.1,153.349,745.951,682.984,0.711,87,8,10,28,30,3,22.292,4,4,47,5,4,7,35,3,4,5,6222.9,"Tolima","Tolima_A"
3753,"A","21_Tolima_Flandes",460.85,575.1,145.94,750.075,696.313,0.707,89,7,11,32,28,2,20.688,4,4,48,6,4,7,33,3,4,5,6528,"Tolima","Tolima_A"
3754,"A","21_Tolima_Flandes",482.48,397.8,116.582,776.474,753.68,0.478,92,8,10,32,26,2,20.688,4,4,54,7,4,7,31,3,4,5,6824,"Tolima","Tolima_A"
3755,"A","21_Tolima_Flandes",549.63,439.8,140.629,864.12,819.896,0.494,96,8,10,21,27,4,17.725,3,4,80,11,6,11,23,2,4,5,7189.8,"Tolima","Tolima_A"
3756,"A","21_Tolima_Flandes",557.9,436.9,137.878,860.541,821.07,0.502,96,6,13,26,26,4,17.725,3,4,80,10,6,17,23,3,4,5,7302.1,"Tolima","Tolima_A"
3757,"A","21_Tolima_Flandes",568.7,352.4,118.174,861.499,843.751,0.422,100,6,15,36,22,3,16.633,3,3,80,10,7,19,28,4,4,6,7200.8,"Tolima","Tolima_A"
3758,"A","21_Tolima_Flandes",478.47,383.2,132.471,767.93,727.246,0.507,92,5,15,34,26,4,14.72,4,5,59,6,7,15,55,5,7,11,6462.3,"Tolima","Tolima_A"
3759,"A","21_Tolima_Flandes",514.97,348.2,115.091,809.573,788.404,0.466,98,5,17,34,22,3,17.737,4,5,68,6,9,27,49,4,6,8,7191,"Tolima","Tolima_A"
3760,"A","21_Tolima_Flandes",553.49,247.6,81.706,832.192,848.416,0.343,106,5,19,39,15,2,17.246,4,4,74,7,9,30,47,3,6,8,7233.3,"Tolima","Tolima_A"
3761,"A","21_Tolima_Flandes",461.03,411.1,166.175,740.672,663.757,0.55,80,5,9,20,38,4,10.588,4,6,53,9,4,14,43,3,4,5,6135.7,"Tolima","Tolima_A"
3762,"A","21_Tolima_Flandes",481.15,348.1,141.569,769.297,718.663,0.456,86,7,8,20,33,3,10.461,4,5,64,9,6,25,45,2,4,5,6480.5,"Tolima","Tolima_A"
3763,"A","21_Tolima_Flandes",498.5,337.4,129.176,788.393,753.007,0.442,90,8,8,20,29,2,11.875,4,5,71,9,7,35,46,2,4,5,6502.2,"Tolima","Tolima_A"
3764,"A","21_Tolima_Flandes",442.91,384.5,132.869,743.639,702.942,0.47,91,8,9,16,25,1,14.033,3,3,66,7,5,11,74,10,6,11,5897.8,"Tolima","Tolima_A"
3765,"A","21_Tolima_Flandes",456.2,401.1,145.889,738.543,686.65,0.502,87,7,9,16,29,2,9.117,3,3,59,7,4,8,67,9,6,9,6343.4,"Tolima","Tolima_A"
3766,"A","21_Tolima_Flandes",475.45,454.8,164.452,761.616,691.986,0.571,85,7,9,16,32,4,9.665,3,4,62,8,4,8,59,8,5,8,6351.9,"Tolima","Tolima_A"
3767,"A","21_Tolima_Flandes",544.84,487.3,154.561,881.806,822.057,0.618,94,6,11,20,30,3,13.878,3,4,92,6,11,22,35,3,5,6,7099.8,"Tolima","Tolima_A"
3768,"A","21_Tolima_Flandes",562.49,505.7,158.061,893.634,832.077,0.649,93,6,11,20,31,3,13.878,3,4,92,7,10,22,32,2,5,6,7460.7,"Tolima","Tolima_A"
3769,"A","21_Tolima_Flandes",593.46,457.1,145.039,920.66,873.405,0.571,96,7,11,20,29,3,13.878,3,4,94,7,10,22,29,1,4,4,7724.1,"Tolima","Tolima_A"
3770,"A","21_Tolima_Flandes",469.57,376,120.474,775.196,746.207,0.465,93,7,10,32,25,2,25.463,4,4,66,10,5,17,66,8,6,11,6246.5,"Tolima","Tolima_A"
3771,"A","21_Tolima_Flandes",486.47,328.4,105.917,795.222,782.405,0.409,97,6,12,43,22,2,25.463,4,4,70,8,7,28,68,10,6,10,6487,"Tolima","Tolima_A"
3772,"A","21_Tolima_Flandes",512.53,317.7,98.637,828.804,824.806,0.399,100,6,14,52,21,2,25.463,4,4,78,8,8,40,68,10,6,10,6663.8,"Tolima","Tolima_A"
3773,"A","21_Tolima_Flandes",446.06,547.1,171.247,731.352,652.428,0.747,84,4,13,26,32,4,17.44,4,5,63,7,5,6,86,8,9,39,5703.8,"Tolima","Tolima_A"
3774,"A","21_Tolima_Flandes",472.2,513.9,154.938,751.751,690.464,0.711,89,5,13,26,28,4,17.44,4,5,68,9,5,7,84,10,7,29,6087.5,"Tolima","Tolima_A"
3775,"A","21_Tolima_Flandes",490.88,372.5,121.925,777.827,751.629,0.505,94,6,12,26,24,3,16.107,4,5,74,11,5,7,81,10,6,19,6372.5,"Tolima","Tolima_A"
3776,"A","21_Tolima_Flandes",461.14,573.8,179.456,765.266,676.815,0.72,83,6,10,25,35,5,17.727,4,5,49,6,5,13,41,6,3,5,6346.9,"Tolima","Tolima_A"
3777,"A","21_Tolima_Flandes",486.58,408.1,146.472,776.676,723.151,0.53,87,5,13,35,31,4,15.258,3,4,54,6,7,13,37,5,3,3,6746.9,"Tolima","Tolima_A"
3778,"A","21_Tolima_Flandes",513.64,388.7,132.833,795.94,758.004,0.508,92,5,14,46,27,4,15.258,3,4,58,6,8,14,38,5,3,3,6870.9,"Tolima","Tolima_A"
3779,"A","21_Tolima_Flandes",455.24,394.4,147.955,745.585,688.773,0.491,82,5,9,14,35,3,7.067,3,3,52,8,4,11,56,9,4,7,5915.7,"Tolima","Tolima_A"
3780,"A","21_Tolima_Flandes",467.03,383.7,141.54,750.828,702.591,0.479,84,6,9,14,33,3,7.067,3,3,52,7,5,11,50,7,4,5,6318.7,"Tolima","Tolima_A"
3781,"A","21_Tolima_Flandes",484.08,264.1,113.467,769.525,751.247,0.33,89,7,9,14,28,2,8.417,3,3,60,8,6,11,46,7,4,5,6504.5,"Tolima","Tolima_A"
3782,"A","21_Tolima_Flandes",499.21,219.4,98.968,805.921,802.98,0.263,90,6,12,26,29,3,6.667,4,5,75,10,6,15,43,4,6,10,6546.2,"Tolima","Tolima_A"
3783,"A","21_Tolima_Flandes",522.05,216,96.063,821.076,822.117,0.257,92,7,11,26,28,3,6.667,4,5,76,9,6,15,44,4,6,10,6629.8,"Tolima","Tolima_A"
3784,"A","21_Tolima_Flandes",549.12,178,79.262,849.197,868.047,0.206,97,6,14,26,24,2,4.65,4,5,83,10,7,15,41,4,6,10,7243.1,"Tolima","Tolima_A"
3785,"A","21_Tolima_Flandes",472.54,595.9,172.387,764.108,684.544,0.734,88,6,13,22,30,5,18.517,5,8,61,6,6,9,60,9,6,16,6385.1,"Tolima","Tolima_A"
3786,"A","21_Tolima_Flandes",499.29,516,152.467,790.371,731.798,0.628,91,7,12,22,28,4,16.43,5,8,66,8,6,9,55,8,6,16,6782.8,"Tolima","Tolima_A"
3787,"A","21_Tolima_Flandes",517.28,400.2,123.298,805.969,779.365,0.488,95,6,14,22,24,3,14.346,5,8,72,9,6,9,51,7,6,16,6723.1,"Tolima","Tolima_A"
3788,"A","21_Tolima_Flandes",455.09,452.6,149.48,756.945,699.878,0.597,87,7,10,22,30,5,11.798,4,6,59,7,5,8,65,6,8,21,6126.1,"Tolima","Tolima_A"
3789,"A","21_Tolima_Flandes",475.29,439.4,145.633,773.599,721.544,0.573,88,6,12,23,30,5,11.798,4,6,60,7,5,8,61,7,6,21,6409.1,"Tolima","Tolima_A"
3790,"A","21_Tolima_Flandes",497.51,410,130.183,787.78,753.588,0.545,91,7,11,23,27,5,12.438,3,4,65,9,5,8,60,7,6,21,6610.3,"Tolima","Tolima_A"
3791,"A","21_Tolima_Flandes",480.18,413.8,143.176,763.046,712.989,0.556,87,4,16,31,31,3,6.479,4,5,63,7,6,14,49,5,6,10,6227.2,"Tolima","Tolima_A"
3792,"A","21_Tolima_Flandes",501.78,266.2,105.546,782.599,771.198,0.349,94,4,19,31,25,3,6.479,4,5,65,6,8,16,41,4,5,7,6541.9,"Tolima","Tolima_A"
3793,"A","21_Tolima_Flandes",522.52,201.7,87.046,800.622,810.092,0.271,98,4,22,34,21,3,6.479,4,5,72,7,8,16,35,3,5,7,6877.4,"Tolima","Tolima_A"
3794,"A","21_Tolima_Flandes",454.06,496.8,164.837,758.901,687.184,0.594,82,8,8,13,35,5,12.067,4,4,73,8,6,9,85,10,7,19,5935.3,"Tolima","Tolima_A"
3795,"A","21_Tolima_Flandes",475.93,490.2,159.003,784.054,719.173,0.588,86,8,9,19,32,5,12.067,4,4,79,8,8,17,80,10,6,15,6350.9,"Tolima","Tolima_A"
3796,"A","21_Tolima_Flandes",507.25,469.1,148.085,800.711,748.594,0.57,89,7,11,30,30,4,13.458,4,4,81,7,9,28,79,11,6,15,6390.9,"Tolima","Tolima_A"
3797,"A","21_Tolima_Flandes",474.86,505.8,150.115,768.457,711.337,0.691,89,6,11,21,29,2,18.4,3,3,71,4,12,19,63,8,5,12,6380.8,"Tolima","Tolima_A"
3798,"A","21_Tolima_Flandes",505.11,479.3,140.733,794.485,748.609,0.641,92,7,11,21,27,1,6.133,3,3,77,6,10,19,57,7,5,12,6838.8,"Tolima","Tolima_A"
3799,"A","21_Tolima_Flandes",530.22,334.9,103.564,820.73,814.102,0.456,99,7,12,21,21,1,6.133,3,3,83,6,12,19,61,9,5,12,6754.8,"Tolima","Tolima_A"
3800,"A","21_Tolima_Flandes",517.77,920.1,247.167,807.469,654.375,1.064,78,5,10,17,42,5,20.858,4,7,60,5,9,24,44,5,4,9,7076.3,"Tolima","Tolima_A"
3801,"A","21_Tolima_Flandes",550.7,845.5,222.323,841.159,713.953,0.957,84,6,10,17,38,4,22.106,4,7,67,6,8,24,39,4,5,9,7407.9,"Tolima","Tolima_A"
3802,"A","21_Tolima_Flandes",585.01,594.4,173.955,863.694,786.853,0.673,91,7,10,17,32,3,15.678,4,5,69,7,8,24,34,3,5,9,7598,"Tolima","Tolima_A"
3803,"A","21_Tolima_Flandes",547.64,731.5,206.452,856.887,746.278,0.786,83,7,8,15,40,3,12.917,4,4,57,8,5,9,4,0,0,0,7403.5,"Tolima","Tolima_A"
3804,"A","21_Tolima_Flandes",544.2,728.2,207.666,855.371,744.495,0.791,80,6,8,15,42,4,12.412,4,4,60,9,5,9,4,0,0,0,7368.3,"Tolima","Tolima_A"
3805,"A","21_Tolima_Flandes",554.65,720.4,196.517,861.222,763.019,0.784,84,6,9,15,38,3,14.158,4,4,65,10,5,9,6,0,0,0,7517.4,"Tolima","Tolima_A"
3806,"A","21_Tolima_Flandes",531.81,292.9,114.714,851.292,831.6,0.341,92,7,10,29,30,3,11.467,4,5,85,8,7,22,19,0,0,0,7096.6,"Tolima","Tolima_A"
3807,"A","21_Tolima_Flandes",548.91,251.2,98.77,864.604,862.976,0.281,96,6,12,39,26,2,12.912,4,5,87,6,10,28,21,1,3,3,7267.3,"Tolima","Tolima_A"
3808,"A","21_Tolima_Flandes",576.79,228.2,89.963,881.401,890.433,0.26,99,5,15,45,24,2,12.912,4,5,90,8,8,28,25,2,3,3,7458,"Tolima","Tolima_A"
3809,"A","21_Tolima_Flandes",462.98,823.5,228.35,757.79,621.045,1.014,75,5,9,13,43,8,18.421,3,4,52,7,5,10,50,6,6,8,6416.2,"Tolima","Tolima_A"
3810,"A","21_Tolima_Flandes",477.04,756.5,201.848,757.486,647.595,0.947,81,6,9,13,37,7,18.624,3,4,50,7,5,10,44,5,6,8,6570.1,"Tolima","Tolima_A"
3811,"A","21_Tolima_Flandes",493.62,537,154.372,783.947,722.346,0.662,89,6,11,18,30,5,14.593,3,3,56,7,6,10,38,4,6,8,6896.7,"Tolima","Tolima_A"
3812,"A","21_Tolima_Flandes",473.57,592.9,180.073,770.536,680.794,0.739,85,8,8,13,34,2,26.666,10,16,62,10,5,9,45,2,4,5,6473.3,"Tolima","Tolima_A"
3813,"A","21_Tolima_Flandes",482.95,527.6,162.042,774.72,705.501,0.677,87,9,8,13,32,3,18.75,7,14,63,11,5,10,46,4,4,5,6531.8,"Tolima","Tolima_A"
3814,"A","21_Tolima_Flandes",504.69,296.6,105.826,793.946,783.503,0.392,96,10,8,13,23,3,18.85,3,4,72,11,6,11,50,5,4,5,6344.6,"Tolima","Tolima_A"
3815,"A","21_Tolima_Flandes",497.18,332.2,104.67,796.683,785.382,0.431,100,7,13,34,20,2,23.993,4,5,77,6,11,22,70,11,5,8,6472.3,"Tolima","Tolima_A"
3816,"A","21_Tolima_Flandes",522.3,301.7,94.241,814.294,816.223,0.385,102,7,14,34,18,2,23.993,4,5,80,6,12,22,67,10,4,8,6605.6,"Tolima","Tolima_A"
3817,"A","21_Tolima_Flandes",486.88,546.1,186.018,793.046,699.842,0.632,76,5,7,14,43,4,11.76,4,4,53,7,5,10,20,1,4,4,6677,"Tolima","Tolima_A"
3818,"A","21_Tolima_Flandes",502.92,553.6,187.911,802.063,708.693,0.652,76,4,10,14,43,5,10.622,3,4,54,8,5,6,18,1,4,4,6984.8,"Tolima","Tolima_A"
3819,"A","21_Tolima_Flandes",526.89,538.1,180.328,825.64,741.708,0.638,79,6,8,14,41,5,10.622,3,4,56,6,6,15,19,1,3,3,7288,"Tolima","Tolima_A"
3820,"A","21_Tolima_Flandes",533.29,270.6,117.253,844.144,823.407,0.301,95,3,18,35,26,1,8.7,4,4,87,9,8,26,41,6,4,7,7029.2,"Tolima","Tolima_A"
3821,"A","21_Tolima_Flandes",561.05,284.6,112.338,861.069,847.968,0.33,98,4,16,35,24,1,8.7,4,4,90,8,10,26,42,6,4,7,7378.1,"Tolima","Tolima_A"
3822,"A","21_Tolima_Flandes",580.64,225.5,94.304,861.764,869.922,0.262,101,4,17,35,21,1,8.7,4,4,87,8,9,26,37,5,4,5,7192.4,"Tolima","Tolima_A"
3823,"A","21_Tolima_Flandes",446.71,550.8,174.513,752.637,667.413,0.693,81,3,19,33,37,5,18.005,5,7,54,6,6,8,60,9,5,9,5547.8,"Tolima","Tolima_A"
3824,"A","21_Tolima_Flandes",454.53,424.6,133.742,764.038,720.662,0.55,88,3,22,43,30,4,18,4,7,57,5,8,14,56,8,5,9,5657,"Tolima","Tolima_A"
3825,"A","21_Tolima_Flandes",482.92,306.1,112.759,794.537,772.863,0.399,92,2,35,54,28,4,16.029,4,4,61,4,10,24,54,8,5,9,6144.8,"Tolima","Tolima_A"
3826,"A","21_Tolima_Flandes",482.63,494.4,147.937,794.738,739.719,0.614,92,7,10,21,29,2,8.1,3,3,77,10,7,17,90,12,6,17,5520.4,"Tolima","Tolima_A"
3827,"A","21_Tolima_Flandes",489.68,476.7,144.955,788.352,739.171,0.585,91,7,10,21,29,3,7.156,3,3,74,10,7,17,88,11,6,17,5743.3,"Tolima","Tolima_A"
3828,"A","21_Tolima_Flandes",498.89,474.1,143.105,795.807,749.231,0.577,92,7,10,21,28,3,7.156,3,3,77,10,7,17,85,12,6,17,5843.1,"Tolima","Tolima_A"
3829,"A","21_Tolima_Flandes",439.19,413.5,130.267,722.816,683.508,0.508,88,7,9,17,28,2,18.512,4,4,44,6,4,8,66,9,5,9,5665.5,"Tolima","Tolima_A"
3830,"A","21_Tolima_Flandes",451.09,447.7,144.572,727.639,675.123,0.56,85,6,10,17,31,3,19.389,3,4,44,6,4,8,63,9,4,7,5987.4,"Tolima","Tolima_A"
3831,"A","21_Tolima_Flandes",469.37,319.9,118.018,751.67,727.128,0.393,89,7,9,17,28,2,9.133,4,4,53,8,4,8,66,10,4,7,6056.5,"Tolima","Tolima_A"
3832,"A","21_Tolima_Flandes",496.53,412.5,134.353,809.438,768.73,0.529,94,7,10,28,26,2,21.612,4,4,65,7,6,11,42,2,8,12,6583.1,"Tolima","Tolima_A"
3833,"A","21_Tolima_Flandes",530.75,401.2,128.382,848.085,814.053,0.511,98,7,11,28,24,2,21.612,4,4,74,8,7,14,45,2,8,12,6868.4,"Tolima","Tolima_A"
3834,"A","21_Tolima_Flandes",565.71,373.9,117.278,873.585,853.018,0.484,101,6,13,28,22,2,21.612,4,4,79,8,8,25,43,2,5,5,6825.6,"Tolima","Tolima_A"
3835,"A","21_Tolima_Flandes",482.9,433.8,133.405,781.904,742.642,0.537,93,7,11,26,26,3,11.724,4,5,66,7,6,9,51,8,4,6,6216.9,"Tolima","Tolima_A"
3836,"A","21_Tolima_Flandes",510.82,332.7,112.396,807.418,789.984,0.398,97,7,12,26,23,3,11.724,4,5,74,7,8,17,50,8,4,6,6445.3,"Tolima","Tolima_A"
3837,"A","21_Tolima_Flandes",529.71,185.3,84.612,814.164,827.052,0.219,100,7,13,26,20,3,11.724,4,5,76,6,10,27,51,8,4,6,6633.7,"Tolima","Tolima_A"
3838,"A","21_Tolima_Flandes",446.98,588.1,153.349,745.951,682.984,0.711,87,8,10,28,30,3,22.292,4,4,47,5,4,7,35,3,4,5,6126.2,"Tolima","Tolima_A"
3839,"A","21_Tolima_Flandes",457.12,575.1,145.94,750.075,696.313,0.707,89,7,11,32,28,2,20.688,4,4,48,6,4,7,33,3,4,5,6429.4,"Tolima","Tolima_A"
3840,"A","21_Tolima_Flandes",478.96,397.8,116.582,776.474,753.68,0.478,92,8,10,32,26,2,20.688,4,4,54,7,4,7,31,3,4,5,6723.3,"Tolima","Tolima_A"
3841,"A","21_Tolima_Flandes",544.76,439.8,140.629,864.12,819.896,0.494,96,8,10,21,27,4,17.725,3,4,80,11,6,11,23,2,4,5,6995.8,"Tolima","Tolima_A"
3842,"A","21_Tolima_Flandes",551.36,436.9,137.878,860.541,821.07,0.502,96,6,13,26,26,4,17.725,3,4,80,10,6,17,23,3,4,5,7077.9,"Tolima","Tolima_A"
3843,"A","21_Tolima_Flandes",561.07,352.4,118.174,861.499,843.751,0.422,100,6,15,36,22,3,16.633,3,3,80,10,7,19,28,4,4,6,6967.2,"Tolima","Tolima_A"
3844,"A","21_Tolima_Flandes",474.72,383.2,132.471,767.93,727.246,0.507,92,5,15,34,26,4,14.72,4,5,59,6,7,15,55,5,7,11,6364.3,"Tolima","Tolima_A"
3845,"A","21_Tolima_Flandes",510.3,348.2,115.091,809.573,788.404,0.466,98,5,17,34,22,3,17.737,4,5,68,6,9,27,49,4,6,8,7058.4,"Tolima","Tolima_A"
3846,"A","21_Tolima_Flandes",547.69,247.6,81.706,832.192,848.416,0.343,106,5,19,39,15,2,17.246,4,4,74,7,9,30,47,3,6,8,7086,"Tolima","Tolima_A"
3847,"A","21_Tolima_Flandes",457.21,411.1,166.175,740.672,663.757,0.55,80,5,9,20,38,4,10.588,4,6,53,9,4,14,43,3,4,5,6047.2,"Tolima","Tolima_A"
3848,"A","21_Tolima_Flandes",477.3,348.1,141.569,769.297,718.663,0.456,86,7,8,20,33,3,10.461,4,5,64,9,6,25,45,2,4,5,6386.7,"Tolima","Tolima_A"
3849,"A","21_Tolima_Flandes",494.81,337.4,129.176,788.393,753.007,0.442,90,8,8,20,29,2,11.875,4,5,71,9,7,35,46,2,4,5,6410,"Tolima","Tolima_A"
3850,"A","21_Tolima_Flandes",439.47,384.5,132.869,743.639,702.942,0.47,91,8,9,16,25,1,14.033,3,3,66,7,5,11,74,10,6,11,5816.4,"Tolima","Tolima_A"
3851,"A","21_Tolima_Flandes",452.46,401.1,145.889,738.543,686.65,0.502,87,7,9,16,29,2,9.117,3,3,59,7,4,8,67,9,6,9,6255.2,"Tolima","Tolima_A"
3852,"A","21_Tolima_Flandes",471.63,454.8,164.452,761.616,691.986,0.571,85,7,9,16,32,4,9.665,3,4,62,8,4,8,59,8,5,8,6263.6,"Tolima","Tolima_A"
3853,"A","21_Tolima_Flandes",540.61,487.3,154.561,881.806,822.057,0.618,94,6,11,20,30,3,13.878,3,4,92,6,11,22,35,3,5,6,6916.1,"Tolima","Tolima_A"
3854,"A","21_Tolima_Flandes",557.67,505.7,158.061,893.634,832.077,0.649,93,6,11,20,31,3,13.878,3,4,92,7,10,22,32,2,5,6,7269.1,"Tolima","Tolima_A"
3855,"A","21_Tolima_Flandes",588.28,457.1,145.039,920.66,873.405,0.571,96,7,11,20,29,3,13.878,3,4,94,7,10,22,29,1,4,4,7519.1,"Tolima","Tolima_A"
3856,"A","21_Tolima_Flandes",464.24,376,120.474,775.196,746.207,0.465,93,7,10,32,25,2,25.463,4,4,66,10,5,17,66,8,6,11,6136.5,"Tolima","Tolima_A"
3857,"A","21_Tolima_Flandes",482.03,328.4,105.917,795.222,782.405,0.409,97,6,12,43,22,2,25.463,4,4,70,8,7,28,68,10,6,10,6376.2,"Tolima","Tolima_A"
3858,"A","21_Tolima_Flandes",508.83,317.7,98.637,828.804,824.806,0.399,100,6,14,52,21,2,25.463,4,4,78,8,8,40,68,10,6,10,6571.8,"Tolima","Tolima_A"
3859,"A","21_Tolima_Flandes",443.07,547.1,171.247,731.352,652.428,0.747,84,4,13,26,32,4,17.44,4,5,63,7,5,6,86,8,9,39,5636.5,"Tolima","Tolima_A"
3860,"A","21_Tolima_Flandes",468.2,513.9,154.938,751.751,690.464,0.711,89,5,13,26,28,4,17.44,4,5,68,9,5,7,84,10,7,29,6001.5,"Tolima","Tolima_A"
3861,"A","21_Tolima_Flandes",487.04,372.5,121.925,777.827,751.629,0.505,94,6,12,26,24,3,16.107,4,5,74,11,5,7,81,10,6,19,6285.7,"Tolima","Tolima_A"
3862,"A","21_Tolima_Flandes",457.64,573.8,179.456,765.266,676.815,0.72,83,6,10,25,35,5,17.727,4,5,49,6,5,13,41,6,3,5,6250.5,"Tolima","Tolima_A"
3863,"A","21_Tolima_Flandes",481.89,408.1,146.472,776.676,723.151,0.53,87,5,13,35,31,4,15.258,3,4,54,6,7,13,37,5,3,3,6625,"Tolima","Tolima_A"
3864,"A","21_Tolima_Flandes",508.53,388.7,132.833,795.94,758.004,0.508,92,5,14,46,27,4,15.258,3,4,58,6,8,14,38,5,3,3,6744.9,"Tolima","Tolima_A"
3865,"A","21_Tolima_Flandes",451.04,394.4,147.955,745.585,688.773,0.491,82,5,9,14,35,3,7.067,3,3,52,8,4,11,56,9,4,7,5826.2,"Tolima","Tolima_A"
3866,"A","21_Tolima_Flandes",463.02,383.7,141.54,750.828,702.591,0.479,84,6,9,14,33,3,7.067,3,3,52,7,5,11,50,7,4,5,6222.2,"Tolima","Tolima_A"
3867,"A","21_Tolima_Flandes",479.71,264.1,113.467,769.525,751.247,0.33,89,7,9,14,28,2,8.417,3,3,60,8,6,11,46,7,4,5,6401.7,"Tolima","Tolima_A"
3868,"A","21_Tolima_Flandes",495.13,219.4,98.968,805.921,802.98,0.263,90,6,12,26,29,3,6.667,4,5,75,10,6,15,43,4,6,10,6446.5,"Tolima","Tolima_A"
3869,"A","21_Tolima_Flandes",517.87,216,96.063,821.076,822.117,0.257,92,7,11,26,28,3,6.667,4,5,76,9,6,15,44,4,6,10,6521.4,"Tolima","Tolima_A"
3870,"A","21_Tolima_Flandes",544.59,178,79.262,849.197,868.047,0.206,97,6,14,26,24,2,4.65,4,5,83,10,7,15,41,4,6,10,7092.2,"Tolima","Tolima_A"
3871,"A","21_Tolima_Flandes",468.78,595.9,172.387,764.108,684.544,0.734,88,6,13,22,30,5,18.517,5,8,61,6,6,9,60,9,6,16,6296.3,"Tolima","Tolima_A"
3872,"A","21_Tolima_Flandes",495.31,516,152.467,790.371,731.798,0.628,91,7,12,22,28,4,16.43,5,8,66,8,6,9,55,8,6,16,6684.1,"Tolima","Tolima_A"
