"id","season","site","parcummjm2d","total_pre_all_csmm","total_ep_all_csmm","total_ref_et_all_csmm","total_iwr_all_csmm","mean_ari_index_all_cs","num_ddd","number_dsperiods","mean_lenght_dsdays","max_lenght_dsdays","num_wddays","number_wsperiods","mean_intensitymmday","mean_lenght_wsdays","max_lenght_wsdays","num_hd_tmaxdays","num_hw_tmaxwaves","mean_lenght_hw_tmaxday","max_lenght_hw_tmaxday","num_hd_tminnight","num_hw_tminwaves","mean_lenght_hw_tminnights","max_lenght_hw_tminnights","yieldkgha","department","dep_season"
1,"A","1_Huila_Campoalegre",442.35,662.3,241.562,714.086,557.169,0.842,69,4,6,9,50,7,13.69,5,8,12,0,0,0,10,0,0,0,6227.6,"Huila","Huila_A"
2,"A","1_Huila_Campoalegre",450.64,681.1,250.174,715.752,550.801,0.875,67,3,7,10,52,8,12.917,4,8,8,0,0,0,9,0,0,0,6577.5,"Huila","Huila_A"
3,"A","1_Huila_Campoalegre",461.21,644.8,230.091,720.846,576.944,0.836,72,4,7,10,47,7,13.697,4,8,13,2,4,5,9,0,0,0,6934.8,"Huila","Huila_A"
4,"A","1_Huila_Campoalegre",474,453.8,143.704,728.1,672.817,0.587,93,5,13,36,26,2,11.9,3,3,33,4,7,10,17,0,0,0,6543.5,"Huila","Huila_A"
5,"A","1_Huila_Campoalegre",493.27,505.2,143.202,742.557,690.071,0.658,95,6,12,36,25,1,5.667,3,3,39,5,7,10,21,0,0,0,6516.8,"Huila","Huila_A"
6,"A","1_Huila_Campoalegre",498.48,508.3,145.719,744.598,692.974,0.672,93,6,12,36,26,2,20.367,3,3,42,5,7,10,21,0,0,0,6351.5,"Huila","Huila_A"
7,"A","1_Huila_Campoalegre",445.26,483.6,145.856,701.356,639.58,0.643,91,5,13,27,28,3,18.611,4,5,13,1,6,6,16,0,0,0,6396.3,"Huila","Huila_A"
8,"A","1_Huila_Campoalegre",464.34,348.5,115.968,721.749,691.613,0.47,95,4,17,34,24,3,18.611,4,5,22,2,6,7,15,0,0,0,6587.2,"Huila","Huila_A"
9,"A","1_Huila_Campoalegre",491.43,265.9,101.484,744.657,731.515,0.345,98,5,15,34,22,2,11.817,4,5,31,2,10,13,18,1,3,3,6768.4,"Huila","Huila_A"
10,"A","1_Huila_Campoalegre",469.64,330,121.935,746.652,715.584,0.434,89,7,9,12,30,3,18.233,3,4,45,5,6,7,32,1,3,3,6109.7,"Huila","Huila_A"
11,"A","1_Huila_Campoalegre",476.54,338.1,127.09,743.122,708.875,0.463,87,7,9,12,32,3,18.233,3,4,44,5,6,7,27,0,0,0,6100.3,"Huila","Huila_A"
12,"A","1_Huila_Campoalegre",476.53,309,121.749,744.762,716.218,0.408,87,7,8,12,32,3,18.233,3,4,40,4,6,7,27,0,0,0,5906.8,"Huila","Huila_A"
13,"A","1_Huila_Campoalegre",435.11,441.4,151.108,700.496,636.906,0.583,84,4,12,16,33,3,14.617,3,4,10,1,4,4,24,2,4,6,6236.8,"Huila","Huila_A"
14,"A","1_Huila_Campoalegre",445.38,460.8,156.5,705.106,637.238,0.631,84,5,10,16,33,4,15.721,3,4,8,0,0,0,20,2,4,6,6376.9,"Huila","Huila_A"
15,"A","1_Huila_Campoalegre",463.22,342.6,126.824,722.416,684.943,0.447,90,6,11,16,28,3,11.278,3,3,13,1,3,3,18,1,3,3,6447.5,"Huila","Huila_A"
16,"A","1_Huila_Campoalegre",503.75,567.2,164.54,776.184,702.452,0.687,89,6,10,16,32,2,10.946,4,4,23,2,5,7,12,0,0,0,7163.5,"Huila","Huila_A"
17,"A","1_Huila_Campoalegre",513.48,511.5,157.345,787.802,722.629,0.607,89,6,10,16,32,2,10.946,4,4,31,3,6,7,12,0,0,0,7334.8,"Huila","Huila_A"
18,"A","1_Huila_Campoalegre",524.05,483.1,149.657,796.978,741.063,0.574,89,6,10,16,32,2,10.946,4,4,35,3,6,9,10,0,0,0,7093.6,"Huila","Huila_A"
19,"A","1_Huila_Campoalegre",432.14,586.7,150.401,727.886,666.986,0.739,88,6,10,14,29,3,15.7,3,3,26,3,4,5,43,4,5,7,5649,"Huila","Huila_A"
20,"A","1_Huila_Campoalegre",445,432.8,118.025,739.895,710.451,0.549,94,6,11,15,24,2,9.983,3,3,27,4,4,5,42,4,5,7,6202.3,"Huila","Huila_A"
21,"A","1_Huila_Campoalegre",449.37,350.1,97.851,739.444,732.099,0.447,97,6,13,25,21,2,9.983,3,3,27,4,4,5,44,4,5,7,6544,"Huila","Huila_A"
22,"A","1_Huila_Campoalegre",423.64,575.7,214.64,702.332,574.707,0.782,72,6,9,19,45,6,12.85,5,9,31,3,3,3,36,2,6,6,5801.8,"Huila","Huila_A"
23,"A","1_Huila_Campoalegre",433.25,568.3,207.688,708.06,588.234,0.788,74,5,11,24,43,6,13.54,5,9,31,4,3,3,32,2,6,6,5963.7,"Huila","Huila_A"
24,"A","1_Huila_Campoalegre",443.19,402.8,163.958,713.938,639.32,0.559,80,7,9,24,37,4,9.776,5,9,33,5,3,3,28,2,6,6,6160.5,"Huila","Huila_A"
25,"A","1_Huila_Campoalegre",515.59,312.2,129.886,815.568,780.748,0.327,91,3,20,35,31,3,9.547,5,7,44,6,4,4,19,0,0,0,6947,"Huila","Huila_A"
26,"A","1_Huila_Campoalegre",517.73,308.5,126.664,816.028,784.261,0.324,92,2,30,35,30,3,9.547,5,7,44,6,4,4,17,0,0,0,7156.5,"Huila","Huila_A"
27,"A","1_Huila_Campoalegre",519.97,282.6,111.421,811.923,796.338,0.298,94,2,35,35,27,3,9.547,5,7,46,7,3,4,17,0,0,0,6735.2,"Huila","Huila_A"
28,"A","1_Huila_Campoalegre",466.78,592.4,182.451,731.956,638.847,0.748,84,5,12,17,35,6,17.629,4,4,20,3,3,3,16,0,0,0,6545.3,"Huila","Huila_A"
29,"A","1_Huila_Campoalegre",473.91,498.6,155.149,737.685,672.911,0.622,89,7,10,17,30,5,18.955,3,4,21,3,3,3,17,0,0,0,6436,"Huila","Huila_A"
30,"A","1_Huila_Campoalegre",482.16,389.5,124.692,747.762,714.625,0.472,94,7,12,17,25,4,17.331,3,4,24,3,3,3,18,0,0,0,6436.3,"Huila","Huila_A"
31,"A","1_Huila_Campoalegre",519.39,603.4,188.214,785.549,689.087,0.726,84,5,8,14,38,2,8.483,3,3,29,2,4,5,19,0,0,0,7170.7,"Huila","Huila_A"
32,"A","1_Huila_Campoalegre",522.67,576.5,171.327,793.729,714.95,0.701,89,6,9,14,33,1,14.133,3,3,33,4,4,5,16,0,0,0,7012.1,"Huila","Huila_A"
33,"A","1_Huila_Campoalegre",532.06,526.5,154.584,800.714,739.903,0.638,93,6,11,24,29,1,14.133,3,3,38,5,4,5,17,0,0,0,6932.2,"Huila","Huila_A"
34,"A","1_Huila_Campoalegre",568.98,456.1,152.911,861.648,807.807,0.53,89,6,9,15,36,3,5.107,4,5,39,4,4,5,15,1,3,3,7087.8,"Huila","Huila_A"
35,"A","1_Huila_Campoalegre",553.22,484.4,159.988,866.154,803.763,0.554,88,6,9,15,38,4,6.313,4,5,37,2,4,5,11,0,0,0,7107.7,"Huila","Huila_A"
36,"A","1_Huila_Campoalegre",533.69,476.3,152.445,866.037,810.318,0.527,90,7,8,15,35,3,7.344,3,3,41,3,4,5,10,0,0,0,7137.4,"Huila","Huila_A"
37,"A","1_Huila_Campoalegre",514.65,546.4,178.637,781.106,693.101,0.625,86,6,10,15,36,4,13.313,4,5,33,5,3,4,15,0,0,0,6980.3,"Huila","Huila_A"
38,"A","1_Huila_Campoalegre",523.15,497.6,167.541,788.507,712.7,0.579,87,5,12,15,35,4,13.313,4,5,34,5,4,4,14,0,0,0,7088,"Huila","Huila_A"
39,"A","1_Huila_Campoalegre",531.6,480.5,156.43,800.107,736.242,0.568,90,6,12,15,32,4,13.313,4,5,38,5,4,8,11,0,0,0,7133.4,"Huila","Huila_A"
40,"A","1_Huila_Campoalegre",530.7,393.6,137.112,820.165,777.335,0.441,96,6,12,36,26,3,16.217,3,4,56,7,5,9,12,0,0,0,7230.2,"Huila","Huila_A"
41,"A","1_Huila_Campoalegre",534.47,342.5,118.915,833.323,810.241,0.37,100,6,14,46,22,2,22.125,4,4,65,7,7,15,16,0,0,0,7494.9,"Huila","Huila_A"
42,"A","1_Huila_Campoalegre",558.72,306.7,103.879,867.572,858.711,0.329,105,7,13,49,19,2,22.125,4,4,71,7,8,19,16,0,0,0,7403.8,"Huila","Huila_A"
43,"A","1_Huila_Campoalegre",394.1,467.5,160.788,683.589,609.144,0.571,81,6,8,11,35,2,14.967,4,5,39,5,3,4,70,12,4,8,5187.6,"Huila","Huila_A"
44,"A","1_Huila_Campoalegre",389.78,387.6,137.129,682.916,632.214,0.482,86,6,10,16,30,2,14.967,4,5,42,6,3,4,74,13,4,8,5325.9,"Huila","Huila_A"
45,"A","1_Huila_Campoalegre",402.56,395.8,131.831,679.897,634.574,0.503,88,7,9,17,28,2,14.967,4,5,42,6,3,4,73,13,5,8,5447.7,"Huila","Huila_A"
46,"A","1_Huila_Campoalegre",465.52,513.8,178.24,737.029,649.435,0.598,79,3,15,24,40,2,6.797,4,5,15,1,3,3,17,2,4,4,6017.7,"Huila","Huila_A"
47,"A","1_Huila_Campoalegre",457.57,460.9,157.967,729.49,661.69,0.539,83,3,17,31,36,1,2.733,3,3,16,1,3,3,22,2,4,4,5473.5,"Huila","Huila_A"
48,"A","1_Huila_Campoalegre",452.47,444.7,149.621,732.492,672.51,0.525,85,4,14,31,34,1,2.733,3,3,18,1,3,3,25,3,4,4,5715.3,"Huila","Huila_A"
49,"A","1_Huila_Campoalegre",472.02,660.1,189.487,727.203,627.997,0.795,84,5,9,15,35,4,16.285,3,4,24,3,4,5,23,1,3,3,6015.8,"Huila","Huila_A"
50,"A","1_Huila_Campoalegre",474.52,644.3,179.635,731.997,643.178,0.781,87,5,11,17,32,3,8.858,3,4,25,3,4,5,23,1,3,3,5976,"Huila","Huila_A"
51,"A","1_Huila_Campoalegre",474.06,461.6,136.731,742.857,697.84,0.537,93,5,13,27,26,3,8.858,3,4,32,4,4,5,27,2,3,3,6015.1,"Huila","Huila_A"
52,"A","1_Huila_Campoalegre",433.29,620.7,164.445,712.517,635.193,0.857,88,5,15,22,30,5,23.657,4,6,34,4,3,3,37,4,5,6,5474.7,"Huila","Huila_A"
53,"A","1_Huila_Campoalegre",433.84,519.3,143.184,710.029,653.439,0.768,91,4,20,31,27,5,23.657,4,6,32,2,3,3,34,4,5,6,5603.5,"Huila","Huila_A"
54,"A","1_Huila_Campoalegre",441.83,411.4,118.619,708.982,677.336,0.654,94,4,21,33,24,4,24.533,4,6,34,3,3,4,40,5,5,6,5773.4,"Huila","Huila_A"
55,"A","1_Huila_Campoalegre",449.64,415.6,119.991,724.288,697.313,0.512,95,8,10,18,22,2,27.335,4,5,43,6,4,6,38,4,5,8,5683.8,"Huila","Huila_A"
56,"A","1_Huila_Campoalegre",445.25,410.6,118.887,717.491,691.113,0.511,95,7,11,26,22,2,27.335,4,5,41,5,4,6,42,4,6,13,5461.8,"Huila","Huila_A"
57,"A","1_Huila_Campoalegre",445.08,426.6,119.482,720.72,692.738,0.517,96,8,11,26,21,2,29.15,4,4,44,7,4,6,49,6,6,13,5294.5,"Huila","Huila_A"
58,"A","1_Huila_Campoalegre",457.94,445,139.041,742.116,692.956,0.556,91,5,13,28,28,3,15.606,4,4,40,6,4,6,32,3,4,6,6105.7,"Huila","Huila_A"
59,"A","1_Huila_Campoalegre",458.55,375.9,123.649,734.735,701.386,0.474,92,6,12,28,27,3,15.606,4,4,37,5,4,6,34,4,4,6,6376.4,"Huila","Huila_A"
60,"A","1_Huila_Campoalegre",450.78,258,95.676,727.263,722.522,0.338,95,6,14,28,23,3,15.606,4,4,35,4,4,6,36,4,4,6,6221,"Huila","Huila_A"
61,"A","1_Huila_Campoalegre",482.93,412.1,136.708,760.453,714.709,0.492,90,6,11,23,29,4,11.675,3,4,46,4,7,8,27,3,4,5,6670.1,"Huila","Huila_A"
62,"A","1_Huila_Campoalegre",505.72,410.1,134.819,778.044,737.356,0.492,92,5,13,23,28,4,11.675,3,4,51,4,8,13,28,4,4,5,6749.3,"Huila","Huila_A"
63,"A","1_Huila_Campoalegre",517.52,385.4,124.757,778.724,751.014,0.472,95,5,15,29,25,3,12.5,3,4,52,4,8,13,30,3,6,7,6431.9,"Huila","Huila_A"
64,"A","1_Huila_Campoalegre",478.95,458.9,150.012,761.134,701.416,0.581,91,5,13,29,29,3,11.622,3,3,50,3,13,32,34,2,6,9,6447.2,"Huila","Huila_A"
65,"A","1_Huila_Campoalegre",506.81,439,136.924,776.424,732.627,0.558,95,6,13,29,25,2,14.817,3,3,56,4,12,32,34,2,6,9,6554,"Huila","Huila_A"
66,"A","1_Huila_Campoalegre",536.54,344.3,108.006,810.748,797.288,0.431,102,6,15,29,20,1,5.933,3,3,68,4,15,32,39,3,5,9,6746.7,"Huila","Huila_A"
67,"A","1_Huila_Campoalegre",535.44,734.5,226.946,790.487,654.449,0.886,82,6,8,14,41,3,17.457,4,5,16,1,5,5,0,0,0,0,7435.2,"Huila","Huila_A"
68,"A","1_Huila_Campoalegre",538.37,660.3,200.844,800.469,691.857,0.777,87,6,10,15,36,2,20.06,4,5,18,2,4,5,3,0,0,0,7325.4,"Huila","Huila_A"
69,"A","1_Huila_Campoalegre",542.75,528.7,169.494,803.496,727.168,0.614,91,6,10,18,32,1,16.12,5,5,22,3,4,5,4,0,0,0,7343.2,"Huila","Huila_A"
70,"A","1_Huila_Campoalegre",452.4,659.1,208.471,710.639,588.613,0.866,80,7,7,9,39,5,17.253,3,3,7,0,0,0,4,0,0,0,6184.2,"Huila","Huila_A"
71,"A","1_Huila_Campoalegre",453.22,650.6,211.123,710.609,586.176,0.873,78,6,7,9,41,5,16.827,3,3,6,0,0,0,5,0,0,0,6318.9,"Huila","Huila_A"
72,"A","1_Huila_Campoalegre",456.04,520,187.285,717.643,617.426,0.683,80,6,6,9,39,5,16.827,3,3,5,0,0,0,5,0,0,0,6382,"Huila","Huila_A"
73,"A","1_Huila_Campoalegre",476.98,374.7,124.617,742.797,708.495,0.487,95,8,11,34,24,3,17.244,4,5,28,3,5,6,17,3,3,3,6349.4,"Huila","Huila_A"
74,"A","1_Huila_Campoalegre",492.24,291.5,100.052,770.885,762.141,0.36,100,7,13,45,20,2,17.217,4,5,37,3,8,13,18,3,3,4,6521.5,"Huila","Huila_A"
75,"A","1_Huila_Campoalegre",506.81,230.5,83.595,776.024,786.231,0.292,103,6,16,54,17,2,17.217,4,5,44,4,8,13,24,4,4,5,6303.8,"Huila","Huila_A"
77,"A","1_Huila_Campoalegre",458.31,811,259.244,721.705,550.529,1.066,68,5,7,10,51,7,15.967,4,8,12,1,6,6,13,2,3,3,6366.3,"Huila","Huila_A"
78,"A","1_Huila_Campoalegre",462.42,628.7,212.78,735.106,610.189,0.806,76,5,8,12,43,6,15.447,4,4,20,3,5,6,12,2,3,3,6381.1,"Huila","Huila_A"
79,"A","1_Huila_Campoalegre",503,700.4,230.418,773.339,633.644,0.866,74,4,10,14,47,3,12.747,8,16,32,4,4,4,2,0,0,0,6923.5,"Huila","Huila_A"
80,"A","1_Huila_Campoalegre",515.91,626.7,207.795,786.517,669.837,0.784,79,5,9,14,43,3,14.091,7,11,35,5,4,4,2,0,0,0,6925.7,"Huila","Huila_A"
81,"A","1_Huila_Campoalegre",520.08,417,158.042,795.623,730.682,0.505,86,5,11,15,35,2,9.405,4,5,44,6,4,9,3,0,0,0,6971.5,"Huila","Huila_A"
82,"A","1_Huila_Campoalegre",514.6,374.5,125.848,793.612,763.643,0.472,95,9,9,15,25,2,12.347,4,5,50,7,5,10,8,0,0,0,6640.5,"Huila","Huila_A"
83,"A","1_Huila_Campoalegre",525.57,338.9,111.027,810.39,795.6,0.428,99,9,10,16,22,2,12.347,4,5,56,8,5,10,9,0,0,0,6981.6,"Huila","Huila_A"
84,"A","1_Huila_Campoalegre",536.36,299,104.166,817.441,811.613,0.383,99,8,11,19,22,2,12.347,4,5,59,8,6,10,9,0,0,0,6996,"Huila","Huila_A"
85,"A","1_Huila_Campoalegre",444.06,662.3,241.562,714.086,557.169,0.842,69,4,6,9,50,7,13.69,5,8,12,0,0,0,10,0,0,0,6272.4,"Huila","Huila_A"
86,"A","1_Huila_Campoalegre",452.19,681.1,250.174,715.752,550.801,0.875,67,3,7,10,52,8,12.917,4,8,8,0,0,0,9,0,0,0,6630.5,"Huila","Huila_A"
87,"A","1_Huila_Campoalegre",462.78,644.8,230.091,720.846,576.944,0.836,72,4,7,10,47,7,13.697,4,8,13,2,4,5,9,0,0,0,6989.1,"Huila","Huila_A"
88,"A","1_Huila_Campoalegre",476.02,453.8,143.704,728.1,672.817,0.587,93,5,13,36,26,2,11.9,3,3,33,4,7,10,17,0,0,0,6590.9,"Huila","Huila_A"
89,"A","1_Huila_Campoalegre",495.29,505.2,143.202,742.557,690.071,0.658,95,6,12,36,25,1,5.667,3,3,39,5,7,10,21,0,0,0,6562.9,"Huila","Huila_A"
90,"A","1_Huila_Campoalegre",500.42,508.3,145.719,744.598,692.974,0.672,93,6,12,36,26,2,20.367,3,3,42,5,7,10,21,0,0,0,6402,"Huila","Huila_A"
91,"A","1_Huila_Campoalegre",447.01,483.6,145.856,701.356,639.58,0.643,91,5,13,27,28,3,18.611,4,5,13,1,6,6,16,0,0,0,6440.4,"Huila","Huila_A"
92,"A","1_Huila_Campoalegre",466.13,348.5,115.968,721.749,691.613,0.47,95,4,17,34,24,3,18.611,4,5,22,2,6,7,15,0,0,0,6633.6,"Huila","Huila_A"
93,"A","1_Huila_Campoalegre",493.46,265.9,101.484,744.657,731.515,0.345,98,5,15,34,22,2,11.817,4,5,31,2,10,13,18,1,3,3,6824.8,"Huila","Huila_A"
94,"A","1_Huila_Campoalegre",471.61,330,121.935,746.652,715.584,0.434,89,7,9,12,30,3,18.233,3,4,45,5,6,7,32,1,3,3,6149.4,"Huila","Huila_A"
95,"A","1_Huila_Campoalegre",478.44,338.1,127.09,743.122,708.875,0.463,87,7,9,12,32,3,18.233,3,4,44,5,6,7,27,0,0,0,6139.1,"Huila","Huila_A"
96,"A","1_Huila_Campoalegre",478.46,309,121.749,744.762,716.218,0.408,87,7,8,12,32,3,18.233,3,4,40,4,6,7,27,0,0,0,5944.4,"Huila","Huila_A"
97,"A","1_Huila_Campoalegre",436.91,441.4,151.108,700.496,636.906,0.583,84,4,12,16,33,3,14.617,3,4,10,1,4,4,24,2,4,6,6278.6,"Huila","Huila_A"
98,"A","1_Huila_Campoalegre",447.34,460.8,156.5,705.106,637.238,0.631,84,5,10,16,33,4,15.721,3,4,8,0,0,0,20,2,4,6,6423.9,"Huila","Huila_A"
99,"A","1_Huila_Campoalegre",464.9,342.6,126.824,722.416,684.943,0.447,90,6,11,16,28,3,11.278,3,3,13,1,3,3,18,1,3,3,6497.5,"Huila","Huila_A"
100,"A","1_Huila_Campoalegre",506.43,567.2,164.54,776.184,702.452,0.687,89,6,10,16,32,2,10.946,4,4,23,2,5,7,12,0,0,0,7263.7,"Huila","Huila_A"
101,"A","1_Huila_Campoalegre",516.18,511.5,157.345,787.802,722.629,0.607,89,6,10,16,32,2,10.946,4,4,31,3,6,7,12,0,0,0,7430.9,"Huila","Huila_A"
102,"A","1_Huila_Campoalegre",526.91,483.1,149.657,796.978,741.063,0.574,89,6,10,16,32,2,10.946,4,4,35,3,6,9,10,0,0,0,7188.5,"Huila","Huila_A"
103,"A","1_Huila_Campoalegre",434.09,586.7,150.401,727.886,666.986,0.739,88,6,10,14,29,3,15.7,3,3,26,3,4,5,43,4,5,7,5686.9,"Huila","Huila_A"
104,"A","1_Huila_Campoalegre",446.99,432.8,118.025,739.895,710.451,0.549,94,6,11,15,24,2,9.983,3,3,27,4,4,5,42,4,5,7,6247,"Huila","Huila_A"
105,"A","1_Huila_Campoalegre",451.02,350.1,97.851,739.444,732.099,0.447,97,6,13,25,21,2,9.983,3,3,27,4,4,5,44,4,5,7,6595,"Huila","Huila_A"
106,"A","1_Huila_Campoalegre",425.28,575.7,214.64,702.332,574.707,0.782,72,6,9,19,45,6,12.85,5,9,31,3,3,3,36,2,6,6,5836.8,"Huila","Huila_A"
107,"A","1_Huila_Campoalegre",435.01,568.3,207.688,708.06,588.234,0.788,74,5,11,24,43,6,13.54,5,9,31,4,3,3,32,2,6,6,5999.2,"Huila","Huila_A"
108,"A","1_Huila_Campoalegre",445.14,402.8,163.958,713.938,639.32,0.559,80,7,9,24,37,4,9.776,5,9,33,5,3,3,28,2,6,6,6201.8,"Huila","Huila_A"
109,"A","1_Huila_Campoalegre",517.5,312.2,129.886,815.568,780.748,0.327,91,3,20,35,31,3,9.547,5,7,44,6,4,4,19,0,0,0,7020.3,"Huila","Huila_A"
110,"A","1_Huila_Campoalegre",519.66,308.5,126.664,816.028,784.261,0.324,92,2,30,35,30,3,9.547,5,7,44,6,4,4,17,0,0,0,7223.6,"Huila","Huila_A"
111,"A","1_Huila_Campoalegre",522.01,282.6,111.421,811.923,796.338,0.298,94,2,35,35,27,3,9.547,5,7,46,7,3,4,17,0,0,0,6800.5,"Huila","Huila_A"
112,"A","1_Huila_Campoalegre",468.76,592.4,182.451,731.956,638.847,0.748,84,5,12,17,35,6,17.629,4,4,20,3,3,3,16,0,0,0,6593.8,"Huila","Huila_A"
113,"A","1_Huila_Campoalegre",475.61,498.6,155.149,737.685,672.911,0.622,89,7,10,17,30,5,18.955,3,4,21,3,3,3,17,0,0,0,6489,"Huila","Huila_A"
114,"A","1_Huila_Campoalegre",483.94,389.5,124.692,747.762,714.625,0.472,94,7,12,17,25,4,17.331,3,4,24,3,3,3,18,0,0,0,6488.1,"Huila","Huila_A"
115,"A","1_Huila_Campoalegre",521.62,603.4,188.214,785.549,689.087,0.726,84,5,8,14,38,2,8.483,3,3,29,2,4,5,19,0,0,0,7255.2,"Huila","Huila_A"
116,"A","1_Huila_Campoalegre",524.6,576.5,171.327,793.729,714.95,0.701,89,6,9,14,33,1,14.133,3,3,33,4,4,5,16,0,0,0,7088.5,"Huila","Huila_A"
117,"A","1_Huila_Campoalegre",534.55,526.5,154.584,800.714,739.903,0.638,93,6,11,24,29,1,14.133,3,3,38,5,4,5,17,0,0,0,7028.1,"Huila","Huila_A"
118,"A","1_Huila_Campoalegre",573.81,456.1,152.911,861.648,807.807,0.53,89,6,9,15,36,3,5.107,4,5,39,4,4,5,15,1,3,3,7294.2,"Huila","Huila_A"
119,"A","1_Huila_Campoalegre",555.95,484.4,159.988,866.154,803.763,0.554,88,6,9,15,38,4,6.313,4,5,37,2,4,5,11,0,0,0,7233.3,"Huila","Huila_A"
120,"A","1_Huila_Campoalegre",535.36,476.3,152.445,866.037,810.318,0.527,90,7,8,15,35,3,7.344,3,3,41,3,4,5,10,0,0,0,7225,"Huila","Huila_A"
121,"A","1_Huila_Campoalegre",516.53,546.4,178.637,781.106,693.101,0.625,86,6,10,15,36,4,13.313,4,5,33,5,3,4,15,0,0,0,7057.5,"Huila","Huila_A"
122,"A","1_Huila_Campoalegre",525.66,497.6,167.541,788.507,712.7,0.579,87,5,12,15,35,4,13.313,4,5,34,5,4,4,14,0,0,0,7184.5,"Huila","Huila_A"
123,"A","1_Huila_Campoalegre",534.8,480.5,156.43,800.107,736.242,0.568,90,6,12,15,32,4,13.313,4,5,38,5,4,8,11,0,0,0,7247.1,"Huila","Huila_A"
124,"A","1_Huila_Campoalegre",533.87,393.6,137.112,820.165,777.335,0.441,96,6,12,36,26,3,16.217,3,4,56,7,5,9,12,0,0,0,7351,"Huila","Huila_A"
125,"A","1_Huila_Campoalegre",536.77,342.5,118.915,833.323,810.241,0.37,100,6,14,46,22,2,22.125,4,4,65,7,7,15,16,0,0,0,7581.9,"Huila","Huila_A"
126,"A","1_Huila_Campoalegre",560.89,306.7,103.879,867.572,858.711,0.329,105,7,13,49,19,2,22.125,4,4,71,7,8,19,16,0,0,0,7481.3,"Huila","Huila_A"
127,"A","1_Huila_Campoalegre",395.45,467.5,160.788,683.589,609.144,0.571,81,6,8,11,35,2,14.967,4,5,39,5,3,4,70,12,4,8,5217.2,"Huila","Huila_A"
128,"A","1_Huila_Campoalegre",390.89,387.6,137.129,682.916,632.214,0.482,86,6,10,16,30,2,14.967,4,5,42,6,3,4,74,13,4,8,5353.8,"Huila","Huila_A"
129,"A","1_Huila_Campoalegre",403.92,395.8,131.831,679.897,634.574,0.503,88,7,9,17,28,2,14.967,4,5,42,6,3,4,73,13,5,8,5477.9,"Huila","Huila_A"
130,"A","1_Huila_Campoalegre",467.1,513.8,178.24,737.029,649.435,0.598,79,3,15,24,40,2,6.797,4,5,15,1,3,3,17,2,4,4,6064,"Huila","Huila_A"
131,"A","1_Huila_Campoalegre",458.88,460.9,157.967,729.49,661.69,0.539,83,3,17,31,36,1,2.733,3,3,16,1,3,3,22,2,4,4,5508.4,"Huila","Huila_A"
132,"A","1_Huila_Campoalegre",454.02,444.7,149.621,732.492,672.51,0.525,85,4,14,31,34,1,2.733,3,3,18,1,3,3,25,3,4,4,5756.7,"Huila","Huila_A"
133,"A","1_Huila_Campoalegre",473.81,660.1,189.487,727.203,627.997,0.795,84,5,9,15,35,4,16.285,3,4,24,3,4,5,23,1,3,3,6060.2,"Huila","Huila_A"
134,"A","1_Huila_Campoalegre",476.3,644.3,179.635,731.997,643.178,0.781,87,5,11,17,32,3,8.858,3,4,25,3,4,5,23,1,3,3,6024.3,"Huila","Huila_A"
135,"A","1_Huila_Campoalegre",475.99,461.6,136.731,742.857,697.84,0.537,93,5,13,27,26,3,8.858,3,4,32,4,4,5,27,2,3,3,6064.5,"Huila","Huila_A"
136,"A","1_Huila_Campoalegre",434.77,620.7,164.445,712.517,635.193,0.857,88,5,15,22,30,5,23.657,4,6,34,4,3,3,37,4,5,6,5510.3,"Huila","Huila_A"
137,"A","1_Huila_Campoalegre",435.33,519.3,143.184,710.029,653.439,0.768,91,4,20,31,27,5,23.657,4,6,32,2,3,3,34,4,5,6,5639.5,"Huila","Huila_A"
138,"A","1_Huila_Campoalegre",443.73,411.4,118.619,708.982,677.336,0.654,94,4,21,33,24,4,24.533,4,6,34,3,3,4,40,5,5,6,5815.5,"Huila","Huila_A"
139,"A","1_Huila_Campoalegre",451.57,415.6,119.991,724.288,697.313,0.512,95,8,10,18,22,2,27.335,4,5,43,6,4,6,38,4,5,8,5719.9,"Huila","Huila_A"
140,"A","1_Huila_Campoalegre",447.1,410.6,118.887,717.491,691.113,0.511,95,7,11,26,22,2,27.335,4,5,41,5,4,6,42,4,6,13,5498.9,"Huila","Huila_A"
141,"A","1_Huila_Campoalegre",447.18,426.6,119.482,720.72,692.738,0.517,96,8,11,26,21,2,29.15,4,4,44,7,4,6,49,6,6,13,5338,"Huila","Huila_A"
142,"A","1_Huila_Campoalegre",459.67,445,139.041,742.116,692.956,0.556,91,5,13,28,28,3,15.606,4,4,40,6,4,6,32,3,4,6,6156.6,"Huila","Huila_A"
143,"A","1_Huila_Campoalegre",460.55,375.9,123.649,734.735,701.386,0.474,92,6,12,28,27,3,15.606,4,4,37,5,4,6,34,4,4,6,6430.8,"Huila","Huila_A"
144,"A","1_Huila_Campoalegre",452.76,258,95.676,727.263,722.522,0.338,95,6,14,28,23,3,15.606,4,4,35,4,4,6,36,4,4,6,6264,"Huila","Huila_A"
145,"A","1_Huila_Campoalegre",485,412.1,136.708,760.453,714.709,0.492,90,6,11,23,29,4,11.675,3,4,46,4,7,8,27,3,4,5,6717.9,"Huila","Huila_A"
146,"A","1_Huila_Campoalegre",507.72,410.1,134.819,778.044,737.356,0.492,92,5,13,23,28,4,11.675,3,4,51,4,8,13,28,4,4,5,6808.4,"Huila","Huila_A"
